"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Casos de prueba sobre un artículo de Diario AS","CP02. Carga de contenedor de tipo STICKY en el artículo","0","0","1","0","0"
